,Conference,Year,Title,Keywords,Category,Note
1,IEEE International Conference on Robotics and Automation,2019,ICRA 2019 Digest Final,Icra 2019 digest final,Dynamics,
2,IEEE International Conference on Robotics and Automation,2019,Index of papers presented at ICRA 2019 and published in the IEEE Robotics and Automation Letters,Papers presented,Robotics,
3,IEEE International Conference on Robotics and Automation,2019,Trajectory-based Probabilistic Policy Gradient for Learning Locomotion Behaviors,Based probabilistic policy gradient,AI,
4,IEEE International Conference on Robotics and Automation,2019,Learning Motion Planning Policies in Uncertain Environments through Repeated Task Executions,Learning motion planning policies,AI,
5,IEEE International Conference on Robotics and Automation,2019,BaRC: Backward Reachability Curriculum for Robotic Reinforcement Learning,Robotic reinforcement learning,AI,
6,IEEE International Conference on Robotics and Automation,2019,Active Sampling based Safe Identification of Dynamical Systems using Extreme Learning Machines and Barrier Certificates,Dynamical systems using extreme learning machines,AI,
7,IEEE International Conference on Robotics and Automation,2019,Navigating Dynamically Unknown Environments Leveraging Past Experience,Navigating dynamically unknown environments leveraging past experience,Dynamics,
8,IEEE International Conference on Robotics and Automation,2019,VPE: Variational Policy Embedding for Transfer Reinforcement Learning,Variational policy embedding,AI,
9,IEEE International Conference on Robotics and Automation,2019,Automatic Labeled LiDAR Data Generation based on Precise Human Model,Automatic labeled lidar data generation based,Measurements,
10,IEEE International Conference on Robotics and Automation,2019,Video Object Segmentation using Teacher-Student Adaptation in a Human Robot Interaction (HRI) Setting,Video object segmentation using teacher,Robotics,
11,IEEE International Conference on Robotics and Automation,2019,Morphology-Specific Convolutional Neural Networks for Tactile Object Recognition with a Multi-Fingered Hand,Specific convolutional neural networks,AI,
12,IEEE International Conference on Robotics and Automation,2019,A Maximum Likelihood Approach to Extract Finite Planes from 3-D Laser Scans,Maximum likelihood approach,Electronics,
13,IEEE International Conference on Robotics and Automation,2019,Designing Worm-inspired Neural Networks for Interpretable Robotic Control,Interpretable robotic control,AI,
14,IEEE International Conference on Robotics and Automation,2019,Acting Is Seeing: Navigating Tight Space Using Flapping Wings,Navigating tight space using flapping wings,Electronics,
15,IEEE International Conference on Robotics and Automation,2019,Design and Characterization of a Novel Robotic Surface for Application to Compressed Physical Environments,Novel robotic surface,Robotics,
16,IEEE International Conference on Robotics and Automation,2019,Learning Extreme Hummingbird Maneuvers on Flapping Wing Robots,Learning extreme hummingbird maneuvers,AI,
17,IEEE International Conference on Robotics and Automation,2019,FMD Stereo SLAM: Fusing MVG and Direct Formulation Towards Accurate and Fast Stereo SLAM,Direct formulation towards accurate,Formulation,
18,IEEE International Conference on Robotics and Automation,2019,ScalableFusion: High-resolution Mesh-based Real-time 3D Reconstruction,Time 3d reconstruction,Numerical analysis,
19,IEEE International Conference on Robotics and Automation,2019,GEN-SLAM: Generative Modeling for Monocular Simultaneous Localization and Mapping,Monocular simultaneous localization,Modeling,
20,IEEE International Conference on Robotics and Automation,2019,RESLAM: A real-time robust edge-based SLAM system,Time robust edge,Numerical analysis,
21,IEEE International Conference on Robotics and Automation,2019,On-line 3D active pose-graph SLAM based on key poses using graph topology and sub-maps,Key poses using graph topology,Electronics,
22,IEEE International Conference on Robotics and Automation,2019,Modeling and Planning Manipulation in Dynamic Environments,Planning manipulation,Modeling,
23,IEEE International Conference on Robotics and Automation,2019,Efficient Obstacle Rearrangement for Object Manipulation Tasks in Cluttered Environments,Object manipulation tasks,Electronics,
24,IEEE International Conference on Robotics and Automation,2019,MoveIt! Task Constructor for Task-Level Motion Planning,Level motion planning,Robotics,
25,IEEE International Conference on Robotics and Automation,2019,Exploiting Environment Contacts of Serial Manipulators,Exploiting environment contacts,Electronics,
26,IEEE International Conference on Robotics and Automation,2019,optimization-Based Human-in-the-Loop Manipulation Using Joint Space Polytopes,Loop manipulation using joint space polytopes,Electronics,
27,IEEE International Conference on Robotics and Automation,2019,Large-Scale Multi-Object Rearrangement,Scale multi,Dynamics,
28,IEEE International Conference on Robotics and Automation,2019,Manipulation Using Microrobot Driven by Optothermally Generated Surface Bubble,Optothermally generated surface bubble,Robotics,
29,IEEE International Conference on Robotics and Automation,2019,Compound micromachines powered by acoustic streaming,Compound micromachines powered,Electronics,
30,IEEE International Conference on Robotics and Automation,2019,ChevBot – An Untethered Microrobot Powered by Laser for Microfactory Applications,Untethered microrobot powered,Robotics,
31,IEEE International Conference on Robotics and Automation,2019,Capillary Ionic Transistor and Precise Transport Control for Nano Manipulation,Precise transport control,Control,
32,IEEE International Conference on Robotics and Automation,2019,Resolved Viscoelasticity Control Considering Singularity for Knee-stretched Walking of a Humanoid,Resolved viscoelasticity control considering singularity,Control,
33,IEEE International Conference on Robotics and Automation,2019,Versatile Reactive Bipedal Locomotion Planning Through Hierarchical Optimization,Versatile reactive bipedal locomotion planning,Robotics,
34,IEEE International Conference on Robotics and Automation,2019,Using Deep Reinforcement Learning to Learn High-Level Policies on the ATRIAS Biped,Using deep reinforcement learning,AI,
35,IEEE International Conference on Robotics and Automation,2019,Unsupervised Gait Phase Estimation for Humanoid Robot Walking,Unsupervised gait phase estimation,AI,
36,IEEE International Conference on Robotics and Automation,2019,Stair Climbing Stabilization of the HRP-4 Humanoid Robot using Whole-body Admittance Control,4 humanoid robot using whole,Robotics,
37,IEEE International Conference on Robotics and Automation,2019,Reinforcement Learning Meets Hybrid Zero Dynamics: A Case Study for RABBIT,Reinforcement learning meets hybrid zero dynamics,AI,
38,IEEE International Conference on Robotics and Automation,2019,Learning Wheel Odometry and IMU Errors for Localization,Learning wheel odometry,AI,
39,IEEE International Conference on Robotics and Automation,2019,Radar-only ego-motion estimation in difficult settings via graph matching,Difficult settings via graph matching,Robotics,
40,IEEE International Conference on Robotics and Automation,2019,Recursive Integrity Monitoring for Mobile Robot Localization Safety,Mobile robot localization safety,Robotics,
41,IEEE International Conference on Robotics and Automation,2019,Four-Wheeled Dead-Reckoning Model Calibration using RTS Smoothing,Reckoning model calibration using rts smoothing,Modeling,
42,IEEE International Conference on Robotics and Automation,2019,A Multi-Domain Feature Learning Method for Visual Place Recognition,Domain feature learning method,AI,
43,IEEE International Conference on Robotics and Automation,2019,"Event-based, Direct Camera Tracking from a Photometric 3D Map using Nonlinear Optimization",Photometric 3d map using nonlinear optimization,Electronics,
44,IEEE International Conference on Robotics and Automation,2019,Linear Heterogeneous Reconfiguration of Cubic Modular Robots via Simultaneous Tunneling and Permutation,Cubic modular robots via simultaneous tunneling,Robotics,
45,IEEE International Conference on Robotics and Automation,2019,Autonomous Sheet Pile Driving Robots for Soil Stabilization,Autonomous sheet pile driving robots,Robotics,
46,IEEE International Conference on Robotics and Automation,2019,ModQuad-Vi: A Vision-Based Self-Assembling Modular Quadrotor,Assembling modular quadrotor,Dynamics,
47,IEEE International Conference on Robotics and Automation,2019,Robotic endoscopy system (easyEndo) with a robotic arm mountable on a conventional endoscope,Robotic endoscopy system,Robotics,
48,IEEE International Conference on Robotics and Automation,2019,Design and Fabrication of Transformable Head Structures for Endoscopic Catheters,Transformable head structures,Dynamics,
49,IEEE International Conference on Robotics and Automation,2019,A Rolling-Tip Flexible Instrument for Minimally Invasive Surgery,Tip flexible instrument,Dynamics,
50,IEEE International Conference on Robotics and Automation,2019,A Novel Laser Scalpel System for Computer-assisted Laser Surgery,Novel laser scalpel system,Dynamics,
51,IEEE International Conference on Robotics and Automation,2019,Intent-Uncertainty-Aware Grasp Planning for Robust Robot Assistance in Telemanipulation,Robust robot assistance,Robotics,
52,IEEE International Conference on Robotics and Automation,2019,Vision-based Teleoperation of Shadow Dexterous Hand using End-to-End Deep Neural Network,Shadow dexterous hand using end,AI,
53,IEEE International Conference on Robotics and Automation,2019,An energy-shared two-layer approach for multi-master-multi-slave bilateral teleoperation systems,Slave bilateral teleoperation systems,Electronics,
54,IEEE International Conference on Robotics and Automation,2019,Passive Task-Prioritized Shared-Control Teleoperation with Haptic Guidance,Prioritized shared,Control,
55,IEEE International Conference on Robotics and Automation,2019,Quasi-Direct Drive for Low-Cost Compliant Robotic Manipulation,Cost compliant robotic manipulation,Robotics,
56,IEEE International Conference on Robotics and Automation,2019,Augmented Reality Predictive Displays to Help Mitigate the Effects of Delayed Telesurgery,Augmented reality predictive displays,IOT & VR/AR,
57,IEEE International Conference on Robotics and Automation,2019,Stability Optimization of Two-Fingered Anthropomorphic Hands for Precision Grasping with a Single Actuator,Fingered anthropomorphic hands,Electronics,
58,IEEE International Conference on Robotics and Automation,2019,A new Approach for an Adaptive Linear Quadratic Regulated Motion Cueing Algorithm for an 8 DoF Full Motion Driving Simulator,Adaptive linear quadratic regulated motion cueing algorithm,Robotics,
59,IEEE International Conference on Robotics and Automation,2019,Singularity of Cable-Driven Parallel Robot With Sagging Cables: Preliminary Investigation,Driven parallel robot,Robotics,
60,IEEE International Conference on Robotics and Automation,2019,A defect identification approach of operations for the driving element of multi-duty parallel manipulators,Duty parallel manipulators,System identification,
61,IEEE International Conference on Robotics and Automation,2019,Active Damping of Parallel Robots Driven by Flexible Cables Using Cold-Gas Thrusters,Flexible cables using cold,Robotics,
62,IEEE International Conference on Robotics and Automation,2019,Exploiting Human and Robot Muscle Synergies for Human-in-the-loop Optimization of EMG-based Assistive Strategies,Robot muscle synergies,Robotics,
63,IEEE International Conference on Robotics and Automation,2019,Development of a Low Inertia Parallel Actuated Shoulder Exoskeleton Robot for the Characterization of Neuromuscular Property during Static Posture and Dynamic Movement,Low inertia parallel actuated shoulder exoskeleton robot,Robotics,
64,IEEE International Conference on Robotics and Automation,2019,Effort Estimation in Robot-aided Training with a Neural Network,Neural network,AI,
65,IEEE International Conference on Robotics and Automation,2019,Characterizing Architectures of Soft Pneumatic Actuators for a Cable-Driven Shoulder Exoskeleton,Soft pneumatic actuators,Electronics,
66,IEEE International Conference on Robotics and Automation,2019,Design and Implementation of a Two-DOF Robotic System with an Adjustable Force Limiting Mechanism for Ankle Rehabilitation,Adjustable force limiting mechanism,Robotics,
67,IEEE International Conference on Robotics and Automation,2019,Rorg: Service Robot Software Management with Linux Containers,Service robot software management,Robotics,
68,IEEE International Conference on Robotics and Automation,2019,CartesI/O: A ROS Based Real-Time Capable Cartesian Control Framework,Time capable cartesian control framework,Control,
69,IEEE International Conference on Robotics and Automation,2019,Synthesis of Real-Time Observers from Past-Time Linear Temporal Logic and Timed Specification,Time linear temporal logic,Numerical analysis,
70,IEEE International Conference on Robotics and Automation,2019,Julia for robotics: simulation and real-time control in a high-level programming language,Level programming language,Robotics,
71,IEEE International Conference on Robotics and Automation,2019,Motion Planning Templates: A Motion Planning Framework for Robots with Low-power CPUs,Motion planning templates,Robotics,
72,IEEE International Conference on Robotics and Automation,2019,Distortion-free Robotic Surface-drawing using Conformal Mapping,Drawing using conformal mapping,Robotics,
73,IEEE International Conference on Robotics and Automation,2019,Automated Cell Patterning System with a Microchip using Dielectrophoresis,Automated cell patterning system,Electronics,
74,IEEE International Conference on Robotics and Automation,2019,Mobile Robotic Painting of Texture,Mobile robotic painting,Robotics,
75,IEEE International Conference on Robotics and Automation,2019,Detecting Invasive Insects with Unmanned Aerial Vehicles,Unmanned aerial vehicles,Vehicle dynamics,
76,IEEE International Conference on Robotics and Automation,2019,Robust Object-based SLAM for High-speed Autonomous Navigation,Speed autonomous navigation,Dynamics,
77,IEEE International Conference on Robotics and Automation,2019,A Fault Diagnosis Framework for MAVLink-Enabled UAVs Using Structural Analysis,Enabled uavs using structural analysis,Numerical analysis,
78,IEEE International Conference on Robotics and Automation,2019,Real-Time Minimum Snap Trajectory Generation for Quadcopters: Algorithm Speed-up Through Machine Learning,Time minimum snap trajectory generation,AI,
79,IEEE International Conference on Robotics and Automation,2019,Beauty and the Beast: Optimal Methods Meet Learning for Drone Racing,Optimal methods meet learning,AI,
80,IEEE International Conference on Robotics and Automation,2019,Detection and Reconstruction of Wires Using Cameras for Aircraft Safety Systems,Wires using cameras,Dynamics,
81,IEEE International Conference on Robotics and Automation,2019,Pose and Posture Estimation of Aerial Skeleton Systems for Outdoor Flying,Aerial skeleton systems,Measurements,
82,IEEE International Conference on Robotics and Automation,2019,Flight Testing Boustrophedon Coverage Path Planning for Fixed Wing UAVs in Wind,Flight testing boustrophedon coverage path planning,Robotics,
83,IEEE International Conference on Robotics and Automation,2019,Obstacle-aware Adaptive Informative Path Planning for UAV-based Target Search,Aware adaptive informative path planning,Robotics,
84,IEEE International Conference on Robotics and Automation,2019,Real-Time Planning with Multi-Fidelity Models for Agile Flights in Unknown Environments,Unknown environments,Modeling,
85,IEEE International Conference on Robotics and Automation,2019,Efficient Trajectory Planning for High Speed Flight in Unknown Environments,High speed flight,Dynamics,
86,IEEE International Conference on Robotics and Automation,2019,Priority Maps for Surveillance and Intervention of Wildfires and other Spreading Processes,Spreading processes,Dynamics,
87,IEEE International Conference on Robotics and Automation,2019,A Practical Approach to Insertion with Variable Socket Position Using Deep Reinforcement Learning,Variable socket position using deep reinforcement learning,AI,
88,IEEE International Conference on Robotics and Automation,2019,Uncertainty-Aware Data Aggregation for Deep Imitation Learning,Deep imitation learning,AI,
89,IEEE International Conference on Robotics and Automation,2019,Uncertainty Aware Learning from Demonstrations in Multiple Contexts using Bayesian Neural Networks,Multiple contexts using bayesian neural networks,AI,
90,IEEE International Conference on Robotics and Automation,2019,Learning From Demonstration in the Wild,Wild,AI,
91,IEEE International Conference on Robotics and Automation,2019,A Data-Efficient Framework for Training and Sim-to-Real Transfer of Navigation Policies,Real transfer,Vehicle dynamics,
92,IEEE International Conference on Robotics and Automation,2019,Simulating Emergent Properties of Human Driving Behavior Using Multi-Agent Reward Augmented Imitation Learning,Human driving behavior using multi,AI,
93,IEEE International Conference on Robotics and Automation,2019,A Supervised Approach to Predicting Noise in Depth Images,Supervised approach,AI,
94,IEEE International Conference on Robotics and Automation,2019,Quantum Computation in Robotic Science and Applications,Robotic science,Robotics,
95,IEEE International Conference on Robotics and Automation,2019,A Learning Framework for High Precision Industrial Assembly,High precision industrial assembly,AI,
